	highly_variable	highly_variable_rank	means	variances	variances_norm
10678_C	False		0.004901960802574952	7.208766172310517e-05	2.2837814194924473
10679_C	False		0.004901960802574952	7.208766172310517e-05	2.2837814194924473
1067_C	False		0.001792114693671465	9.635024857878476e-06	2.3486046282579216
10680_C	False		0.002298850566148758	1.5854141915218334e-05	2.3676891894104313
10682_C	False		0.004629629664123058	6.430041176217144e-05	2.2960632577671163
10682_G	False		0.004629629664123058	6.430041176217144e-05	2.2960632577671163
10686_C	False		0.00401606410741806	4.838631071471533e-05	2.3249175064467207
10688_T	False		0.004651162773370743	6.489994637113444e-05	2.295100152946644
1068_G	False		0.0021929824724793434	1.4427517265663912e-05	2.3683121629869057
10690_T	False		0.001572327067454656	7.416636952415253e-06	2.3461471340898137
10696_G	False		0.001494768386085828	6.702997877846539e-06	2.3500723107548547
10698_G	False		0.0036231884732842445	3.938248335483155e-05	2.3454813656036952
10699_C	False		0.010909090439478556	0.0003570247581875149	2.0977777004333014
1069_C	False		0.0022831050058205924	1.5637705054303192e-05	2.3678579127437387
10700_C	False		0.00119474312911431	4.2822332701682115e-06	2.3638120563804943
10700_T	False		0.004629629664123058	6.430041176217144e-05	2.2960632577671163
10703_C	False		0.0011574074160307646	4.018775735135715e-06	2.3613661711754865
10705_A	False		0.0011614401979992788	4.046830035223659e-06	2.36182036504754
10707_C	False		0.012345625708500544	6.391692083690165e-05	0.29296293057546785
10709_C	False		0.0022831050058205924	1.5637705054303192e-05	2.3678579127437387
10710_G	False		0.002710026999314626	2.2032739828139098e-05	2.3675565796952425
10713_C	False		0.004385964944958687	5.771006906265565e-05	2.3066585662877515
10715_G	False		0.0011261261533945799	3.804480287926366e-06	2.3570628818228943
10717_G	False		0.0026041666666666665	2.0345052083333332e-05	2.3665361493437995
10718_T	False		0.002487562131136656	1.856389663568473e-05	2.3659285610504246
10720_A	False		0.0022002200906475386	1.4522904488115654e-05	2.3683223505133637
10723_C	False		0.003921568704148133	4.613610597375958e-05	2.329964681304902
10724_A	False		0.0022371364757418633	1.5014338655162333e-05	2.3682284131043057
10724_G	False		0.0022371364757418633	1.5014338655162333e-05	2.3682284131043057
10727_G	False		0.0010857762924085061	3.5367305473801233e-06	2.352642958118884
1072_A	False		0.003086419776082039	2.857796037896744e-05	2.3635951155643085
1072_T	False		0.00751879687110583	0.00016959692918183433	2.1502501388374418
10731_C	False		0.0010416666821887095	3.2552086304349353e-06	2.347644992563326
10732_C	False		0.001022494863718748	3.13648743501991e-06	2.3423220165141116
10732_G	False		0.001949317753314972	1.1399519365712374e-05	2.356195500596827
10734_C	False		0.0009633911152680715	2.7843674399429435e-06	2.3339606522989413
10735_T	False		0.003401360474526882	3.470775807238322e-05	2.3548905949676446
10736_T	False		0.0009551098725448052	2.736704784195983e-06	2.3341154301239135
10738_A	False		0.004990632024904092	2.3620601663068428e-05	0.7395554174628381
10738_C	False		0.001700680237263441	8.676939518095805e-06	2.342838733510273
1073_T	False		0.002487562131136656	1.856389663568473e-05	2.3659285610504246
10741_C	False		0.004672897048294544	6.550790099935306e-05	2.2941249085964315
10741_T	False		0.003144654134909312	2.9666547809661013e-05	2.362300523861828
10743_C	False		0.0039423945515106125	2.3436869559953926e-05	1.249840212533918
10744_C	False		0.00305810384452343	2.8055998273429986e-05	2.3641906461499156
10744_T	False		0.0031152646988630295	2.911462347481887e-05	2.3629668067400913
10745_A	False		0.0008149959612637758	1.9926553167282405e-06	2.3792471511680784
10747_C	False		0.000786163533727328	1.8541592381038133e-06	2.4019352472189457
10748_C	False		0.0007880220655351877	1.8629363450214465e-06	2.3999342527899623
10748_G	False		0.0013888889613250892	5.787037854908561e-06	2.36439616870369
10749_C	False		0.006738264889766772	6.342518272102614e-06	0.10166974347774106
10749_T	False		0.0007824726247539123	1.8367901654131947e-06	2.406115769807834
10750_T	False		0.0007770007941871881	1.8111906058396242e-06	2.412752793538871
10751_A	False		0.0007770007941871881	1.8111906058396242e-06	2.412752793538871
10753_C	False		0.0007507507689297199	1.6908800774397903e-06	2.4478514991319917
10754_G	False		0.0012345678793887298	4.572473320865534e-06	2.3658368329566253
10755_G	False		0.0007457121585806211	1.6682599263648176e-06	2.45429362822214
10758_T	False		0.012568452705939611	0.0003901641693275758	1.725233741170016
10759_C	False		0.001598721059660117	7.667727421514638e-06	2.3445330495911367
10759_G	False		0.001133786824842294	3.856417563598136e-06	2.358176037535291
10759_T	False		0.001133786824842294	3.856417563598136e-06	2.358176037535291
1075_C	False		0.005012531454364459	7.53764122828343e-05	2.278842075489893
10760_C	False		0.0007974481365333	1.9077706618405345e-06	2.3910396468986783
10763_A	False		0.0023201856141289077	1.6149783218052795e-05	2.3674410217403854
10764_C	False		0.0011037527583539486	3.654810556197861e-06	2.354119817062858
10768_C	False		0.0020964359864592552	1.3185131393789271e-05	2.3657103544119016
10769_A	False		0.0010449320543557405	3.2756487789166423e-06	2.348441805528609
10775_C	False		0.0007716049440205097	1.786122523685465e-06	2.4197029456733294
10776_A	False		0.001747921419640382	2.416956300696349e-06	0.6687800609300812
10776_C	False		0.0009920635105421145	2.9525699226989456e-06	2.3347420508683947
10777_A	False		0.000749063678085804	1.6832891433526433e-06	2.4500468652372804
10778_A	False		0.0009718173338721195	2.833286647821401e-06	2.333363422245281
10779_A	False		0.0009689922444522381	2.8168378617129475e-06	2.3335692252865927
10780_C	False		0.0019212295301258564	1.1073368264623664e-05	2.355042068400442
10781_C	False		0.0009551098725448052	2.736704784195983e-06	2.3341154301239135
10781_G	False		0.0009551098725448052	2.736704784195983e-06	2.3341154301239135
10782_G	False		0.0009496676114698251	2.7056057907313257e-06	2.333998446011996
10783_G	False		0.0009469697251915932	2.6902550263872317e-06	2.33389087734762
10784_C	False		0.005055223048354189	4.7473022841799535e-05	1.4433267236080167
10784_G	False		0.0017092577181756496	2.282039533176906e-06	0.6586132400803066
10784_T	False		0.0017092577181756496	2.282039533176906e-06	0.6586132400803066
10785_C	False		0.0009469697251915932	2.6902550263872317e-06	2.33389087734762
10785_G	False		0.0009469697251915932	2.6902550263872317e-06	2.33389087734762
10787_C	False		0.000749063678085804	1.6832891433526433e-06	2.4500468652372804
10788_A	False		0.000923361008365949	2.5577868796583295e-06	2.3324073436086934
10788_G	False		0.000923361008365949	2.5577868796583295e-06	2.3324073436086934
10789_C	False		0.0007390982937067747	1.6387987644687527e-06	2.4620757362269536
10792_C	True	1967.0	0.0007246376480907202	1.5752990534362006e-06	2.476090002249635
10793_G	True	1924.0	0.0007168458929906288	1.541604143968653e-06	2.485161295390702
10795_C	False		0.0008841732827325662	2.3452871452050977e-06	2.33567324140703
10795_G	True	1888.0	0.0007092198356986046	1.5089782593583935e-06	2.495526746774067
10797_G	False		0.002610965942343076	2.0451428785344644e-05	2.366601884120348
10798_C	False		0.0015690356958657503	1.9058670577694306e-06	0.6552097500590769
10799_T	True	1795.0	0.0006887052052964767	1.4229446557059188e-06	2.527584718203234
1079_A	False		0.0029761906092365584	2.6573130885078893e-05	2.3658287146020003
10800_A	False		0.0017361111628512542	9.042246111440122e-06	2.344626372629154
10801_T	False		0.0013495276992519696	5.463674720280193e-06	2.369352368121235
10802_C	True	1528.0	0.0006720429907242457	1.3549253387029384e-06	2.553007342419199
10804_G	False		0.0008250824951877197	2.042283397584964e-06	2.372007596596835
10804_T	True	1694.0	0.0006788866594433784	1.3826612918579374e-06	2.5430613605180428
10805_C	False		0.003350083716213703	3.3669183769703074e-05	2.356641695509866
10805_G	True	1861.0	0.0007047216252734264	1.489897679918805e-06	2.5021763958823304
10807_C	False		0.0013947001037498314	5.835565514601298e-06	2.363402233411694
10808_T	False		0.023622502728054922	0.0015002181072823612	1.8782209377636863
10809_C	False		0.0008841732827325662	2.3452871452050977e-06	2.33567324140703
1080_C	False		0.0025445292703807354	1.942388812557381e-05	2.3660623083022707
10812_T	False		0.0016420360965033372	8.08884759825528e-06	2.3426095581900435
10814_C	False		0.0016181229924162228	7.85496626390713e-06	2.3435167181993104
10814_T	False		0.0008090614962081114	1.9637415659767826e-06	2.3831869969605974
10815_C	False		0.0016299919225275517	7.970621266912962e-06	2.3430101922325908
10815_T	True	1255.0	0.0006600660271942616	1.3070615312596673e-06	2.567150230257878
10816_C	False		0.004749665269628167	1.9214106470601825e-05	0.67341912701601
10816_T	False		0.0008190008035550514	2.012286859787238e-06	2.3764362523391216
10817_C	False		0.0022953279161204896	6.0451603581771245e-06	0.9956393517885364
10817_T	True	1333.0	0.0006653359935929378	1.3280159772341594e-06	2.561565983896474
10818_C	False		0.001320132054388523	5.228246125038669e-06	2.3698399115272664
10818_T	True	1256.0	0.0006600660271942616	1.3070615312596673e-06	2.567150230257878
10819_C	False		0.0021865141267577806	5.2948877086246536e-06	0.9616541545005245
10819_G	False		0.0008051529681930939	1.944813900929751e-06	2.3855925737482044
10819_T	False		0.0016103059363861878	7.779255603719003e-06	2.343901624228923
10821_C	False		0.000816993492965897	2.00243508551196e-06	2.377858003013361
10821_T	False		0.0015151514671742916	6.887051471890352e-06	2.3494156335090266
10823_C	False		0.0023076562210917473	5.124783355225318e-06	0.8349246471424687
10823_T	False		0.00145942655702432	1.6411011989758465e-06	0.6569658181357053
10824_C	False		0.0015151514671742916	6.887051471890352e-06	2.3494156335090266
10825_C	False		0.003612230531871319	1.2552784839450258e-06	0.08138868001294693
10826_C	False		0.0007974481365333	1.9077706618405345e-06	2.3910396468986783
10826_G	False		0.0007974481365333	1.9077706618405345e-06	2.3910396468986783
10827_C	True	1291.0	0.000662690494209528	1.3174761707151908e-06	2.5645126794109925
10831_G	True	1691.0	0.0006788866594433784	1.3826612918579374e-06	2.5430613605180428
10831_T	False		0.0007936508239557346	1.889644849994284e-06	2.3943532937867573
10832_C	False		0.002200313533345858	5.080733152431604e-06	0.9112515400644312
10832_T	False		0.0007993605298300585	1.9169318553786596e-06	2.3895216921134534
10833_A	True	1770.0	0.0006830600711206595	1.399713292145817e-06	2.536597028986641
10833_C	True	1772.0	0.0006830600711206595	1.399713292145817e-06	2.536597028986641
10833_G	False		0.0014748257429649432	1.6579213403832788e-06	0.6487009488921828
10835_C	False		0.0014646872101972501	1.628418735513314e-06	0.6467493476251602
10835_T	False		0.0007788161747157574	1.8196639671761794e-06	2.410498727109946
10836_C	False		0.001366120142241319	5.598853168583268e-06	2.36775773611416
10836_T	True	1774.0	0.0006830600711206595	1.399713292145817e-06	2.536597028986641
10837_T	False		0.0007955449788520733	1.8986753621921205e-06	2.3926520285839437
10838_C	False		0.0021404522315909467	4.124596667013195e-06	0.7810871724756369
10840_C	False		0.004324799248327811	1.6464919646031064e-05	0.7125316576946265
10840_G	False		0.0008210180482516686	2.02221189956382e-06	2.3749850723006545
10841_C	True	1555.0	0.000673400703817606	1.3604054894105497e-06	2.551116229776433
10841_G	False		0.0008190008035550514	2.012286859787238e-06	2.3764362523391216
10842_A	True	1788.0	0.0006872852488110462	1.417083112904005e-06	2.5298696820928277
10843_G	True	1693.0	0.0006788866594433784	1.3826612918579374e-06	2.5430613605180428
10844_C	False		0.0043246391384551925	3.4495375134673045e-06	0.1492937207646967
10845_A	True	1837.0	0.0006988119954864184	1.4650147003648862e-06	2.511344085926963
10847_G	False		0.0008503401186317205	2.169234879523951e-06	2.353459160710904
10848_C	False		0.004020321027686198	1.501726037827705e-05	0.7662330890387252
